09:42:32,1195816,2726872,69.52,10680,213324,8986216,72.99
09:42:33,1189816,2732872,69.67,10680,214780,8992048,73.04
09:42:34,1185320,2737368,69.78,10680,214900,8998368,73.09
09:42:35,1180624,2742064,69.90,10680,215316,9001316,73.11
09:42:36,1178928,2743760,69.95,10680,215508,9002484,73.12
09:42:37,1138948,2783740,70.97,10684,215864,9102688,73.94
09:42:38,1127640,2795048,71.25,10696,216108,9103788,73.95
09:42:39,1120788,2801900,71.43,10696,216120,9105044,73.96
09:42:40,1102608,2820080,71.89,10696,216120,9105044,73.96
09:42:41,1098004,2824684,72.01,10696,216128,9105032,73.96
09:42:42,1088084,2834604,72.26,10696,216128,9105040,73.96
09:42:43,1082704,2839984,72.40,10704,216284,9110552,74.00
09:42:44,1075580,2847108,72.58,10704,217352,9118536,74.07
09:42:45,1069872,2852816,72.73,10704,218856,9129656,74.16
09:42:46,1064944,2857744,72.85,10704,219656,9133912,74.19
09:42:47,1059976,2862712,72.98,10704,219920,9185908,74.61
09:42:48,1055000,2867688,73.11,10716,219920,9188224,74.63
09:42:49,1049932,2872756,73.23,10720,220064,9191804,74.66
09:42:50,1040324,2882364,73.48,10720,220296,9286124,75.43
09:42:51,1014164,2908524,74.15,10720,220392,9390948,76.28
09:42:52,983800,2938888,74.92,10720,220492,9487052,77.06
09:42:53,947148,2975540,75.85,10724,220592,9588296,77.88
09:42:54,907776,3014912,76.86,10732,220688,9689604,78.71
09:42:55,883472,3039216,77.48,10740,220788,9788236,79.51
09:42:56,860740,3061948,78.06,10740,220788,9791320,79.53
09:42:57,837424,3085264,78.65,10740,220788,9799644,79.60
09:42:58,814748,3107940,79.23,10740,220792,9800076,79.60
09:42:59,799620,3123068,79.62,10748,220792,9800080,79.60
09:43:00,789096,3133592,79.88,10748,220796,9802808,79.62
09:43:01,775176,3147512,80.24,10748,220796,9801616,79.61
09:43:02,761264,3161424,80.59,10748,220796,9802868,79.63
09:43:03,751452,3171236,80.84,10748,220796,9802868,79.63
09:43:04,737936,3184752,81.19,10756,220800,9802868,79.63
09:43:05,730604,3192084,81.37,10756,220800,9804120,79.64
09:43:06,725132,3197556,81.51,10756,220800,9804136,79.64
09:43:07,708656,3214032,81.93,10756,220804,9804128,79.64
09:43:08,703804,3218884,82.06,10756,220808,9805376,79.65
09:43:09,688412,3234276,82.45,10764,220812,9805376,79.65
09:43:10,676632,3246056,82.75,10764,220824,9805400,79.65
09:43:11,670532,3252156,82.91,10764,220824,9806656,79.66
09:43:12,662580,3260108,83.11,10764,220824,9806656,79.66
09:43:13,660152,3262536,83.17,10764,220828,9807912,79.67
09:43:14,647272,3275416,83.50,10772,220828,9809188,79.68
09:43:15,640420,3282268,83.67,10772,220832,9811324,79.69
09:43:16,629864,3292824,83.94,10772,220836,9811792,79.70
09:43:17,626020,3296668,84.04,10772,220836,9811792,79.70
09:43:18,618864,3303824,84.22,10772,220844,9814100,79.72
09:43:19,612788,3309900,84.38,10780,220848,9814100,79.72
09:43:20,603820,3318868,84.61,10784,220844,9817276,79.74
09:43:21,597620,3325068,84.77,10784,220844,9817412,79.74
09:43:22,592752,3329936,84.89,10784,220844,9818448,79.75
09:43:23,584148,3338540,85.11,10784,220844,9820596,79.77
09:43:24,579064,3343624,85.24,10796,220892,9822376,79.78
09:43:25,576336,3346352,85.31,10796,220956,9821972,79.78
09:43:26,572676,3350012,85.40,10796,221004,9824172,79.80
09:43:27,561392,3361296,85.69,10796,221068,9824172,79.80
09:43:28,555076,3367612,85.85,10796,221132,9826284,79.82
09:43:29,547596,3375092,86.04,10808,221152,9827456,79.82
09:43:30,538576,3384112,86.27,10808,221212,9828084,79.83
09:43:31,526020,3396668,86.59,10808,221252,9830088,79.85
09:43:32,523184,3399504,86.66,10808,221284,9830720,79.85
09:43:33,516984,3405704,86.82,10808,221376,9833016,79.87
09:43:34,513124,3409564,86.92,10820,221396,9833676,79.88
09:43:35,509456,3413232,87.01,10828,221512,9840660,79.93
09:43:36,505380,3417308,87.12,10828,221608,9843268,79.95
09:43:37,503340,3419348,87.17,10828,221640,9849232,80.00
09:43:38,494952,3427736,87.38,10828,221648,9858872,80.08
09:43:39,387100,3535588,90.13,10828,221668,9966852,80.96
09:43:40,349952,3572736,91.08,10836,221660,10076528,81.85
09:43:41,247144,3675544,93.70,10836,222868,10244604,83.21
09:43:42,161568,3761120,95.88,10836,222868,10348936,84.06
09:43:43,103492,3819196,97.36,10220,208196,10357384,84.13
09:43:44,85124,3837564,97.83,4136,155448,10462044,84.98
09:43:45,85164,3837524,97.83,,352,54316,10462728,84.98
09:43:46,95524,3827164,97.56,,260,32140,10468108,85.03
09:43:47,85148,3837540,97.83,,140,29584,10572128,85.87
09:43:48,85344,3837344,97.82,,140,30948,10572472,85.88
09:43:49,87080,3835608,97.78,,144,33328,10576892,85.91
09:43:50,91636,3831052,97.66,,336,27848,10577188,85.91
09:43:51,85464,3837224,97.82,,336,26748,10688524,86.82
09:43:52,85112,3837576,97.83,,336,26728,10699308,86.91
09:43:53,85184,3837504,97.83,,360,26620,10706424,86.96
09:43:54,90544,3832144,97.69,,364,26972,10719136,87.07
09:43:55,96624,3826064,97.54,,456,21508,10726844,87.13
09:43:56,98996,3823692,97.48,,420,19424,10727040,87.13
09:43:57,100300,3822388,97.44,,444,17936,10914452,88.65
09:43:58,100984,3821704,97.43,,232,18892,10914780,88.66
09:43:59,433856,3488832,88.94,,460,19936,11159192,90.64
09:44:00,477980,3444708,87.81,,800,27556,10719660,87.07
09:44:01,472880,3449808,87.95,,852,31524,10723736,87.10
09:44:02,443552,3479136,88.69,1048,36992,10725872,87.12
09:44:03,406740,3515948,89.63,1052,39160,10725872,87.12
09:44:04,311272,3611416,92.06,1092,49028,10818076,87.87
09:44:05,301504,3621184,92.31,1128,50860,10819168,87.88
09:44:06,500560,3422128,87.24,1132,55264,10916116,88.67
09:44:07,513812,3408876,86.90,1160,64108,10514480,85.41
09:44:08,488140,3434548,87.56,1168,75436,10607476,86.16
09:44:09,474560,3448128,87.90,1172,76824,10613124,86.21
09:44:10,452984,3469704,88.45,1296,84652,10613124,86.21
09:44:11,441824,3480864,88.74,1308,86216,10613124,86.21
09:44:12,382708,3539980,90.24,1332,88176,10617756,86.24
09:44:13,329760,3592928,91.59,1332,89088,10625464,86.31
09:44:14,299008,3623680,92.38,1336,89988,10642812,86.45
09:44:15,294792,3627896,92.48,1336,90436,10643136,86.45
09:44:16,291824,3630864,92.56,1344,91256,10643136,86.45
09:44:17,282160,3640528,92.81,1344,92640,10643136,86.45
09:44:18,271604,3651084,93.08,1392,93908,10643156,86.45
09:44:19,264040,3658648,93.27,1392,94720,10643484,86.45
09:44:20,255360,3667328,93.49,1392,96120,10643484,86.45
09:44:21,245192,3677496,93.75,1400,98220,10643484,86.45
09:44:22,238928,3683760,93.91,1532,100580,10643484,86.45
09:44:23,231040,3691648,94.11,1532,103204,10643508,86.45
09:44:24,224708,3697980,94.27,1532,105420,10643520,86.45
09:44:25,216956,3705732,94.47,1552,106172,10647264,86.48
09:44:26,201052,3721636,94.87,1640,108124,10850580,88.14
09:44:27,198380,3724308,94.94,1644,110320,10850580,88.14
09:44:28,383216,3539472,90.23,1780,115168,10630172,86.34
09:44:29,356388,3566300,90.91,1792,118616,10723192,87.10
09:44:30,345680,3577008,91.19,1796,119300,10728840,87.15
09:44:31,595064,3327624,84.83,1808,119884,10627344,86.32
09:44:32,597752,3324936,84.76,1820,120252,10407020,84.53
09:44:33,581692,3340996,85.17,1820,123012,10408544,84.54
09:44:34,568744,3353944,85.50,1820,128584,10408548,84.54
09:44:35,566008,3356680,85.57,1824,129528,10412828,84.58
09:44:36,563088,3359600,85.65,1836,129624,10413092,84.58
09:44:37,558420,3364268,85.76,1836,130064,10413092,84.58
09:44:38,553764,3368924,85.88,1968,130400,10413092,84.58
09:44:39,546188,3376500,86.08,1980,130636,10415148,84.60
09:44:40,540072,3382616,86.23,1980,130696,10415148,84.60
09:44:41,520628,3402060,86.73,1980,133156,10415148,84.60
09:44:42,519472,3403216,86.76,1992,133296,10415180,84.60
09:44:43,513788,3408900,86.90,1992,134048,10418480,84.63
09:44:44,502692,3419996,87.19,1992,136096,10418480,84.63
09:44:45,493776,3428912,87.41,2316,138368,10421696,84.65
09:44:46,492288,3430400,87.45,2316,138624,10422980,84.66
09:44:47,485580,3437108,87.62,2476,143316,10429036,84.71
09:44:48,482644,3440044,87.70,2476,143360,10430724,84.72
09:44:49,479164,3443524,87.78,2476,144132,10443224,84.83
09:44:50,474720,3447968,87.90,2484,130012,10446556,84.85
09:44:51,365024,3557664,90.69,2484,130104,10551608,85.71
09:44:52,357472,3565216,90.89,2496,130132,10552636,85.72
09:44:53,445144,3477544,88.65,2496,130128,10450472,84.89
09:44:54,639660,3283028,83.69,2496,134740,10230464,83.10
09:44:55,631496,3291192,83.90,2496,142752,10230464,83.10
09:44:56,622680,3300008,84.13,2496,150072,10230464,83.10
09:44:57,611148,3311540,84.42,2508,160928,10230464,83.10
09:44:58,1320388,2602300,66.34,2524,135528,9388076,76.26
09:44:59,1311112,2611576,66.58,2524,145136,9388088,76.26
09:45:00,1297596,2625092,66.92,2524,158192,9388088,76.26
09:45:01,1279988,2642700,67.37,2524,174916,9388088,76.26
09:45:02,1264496,2658192,67.76,2536,190076,9388088,76.26
09:45:03,1257388,2665300,67.95,2536,195560,9389060,76.26
09:45:04,1251632,2671056,68.09,2536,195560,9389428,76.27
09:45:05,1250252,2672436,68.13,2540,195624,9390088,76.27
09:45:06,1245012,2677676,68.26,2540,195756,9390432,76.27
09:45:07,1245120,2677568,68.26,2548,195896,9390432,76.27
09:45:08,1244996,2677692,68.26,2548,195948,9390432,76.27
09:45:09,1244996,2677692,68.26,2548,196136,9390432,76.27
09:45:10,1305676,2617012,66.71,2552,136628,9391340,76.28
09:45:11,1469912,2452776,62.53,2552,137008,9212888,74.83
09:45:12,1473060,2449628,62.45,2836,137436,9190752,74.65
09:45:13,1569592,2353096,59.99,2848,138104,9074356,73.71
